longitude,latitude,addr:housenumber,addr:street,addr:county,addr:postcode,addr:city
10418.5855,230721.2774,16,East Railroad Avenue,Augusta County,24430,Craigsville
11230.4514,230711.9032,53,Lehigh Road,Augusta County,24430,Craigsville
11740.7935,230732.2245,150,Lehigh Road,Augusta County,24430,Craigsville
9172.8796,230705.3347,340,Adams Street,Augusta County,24430,Craigsville
9505.5097,230700.3023,134,North Chestnut Avenue,Augusta County,24430,Craigsville
10771.2552,230732.1502,80,Quarry Road,Augusta County,24430,Craigsville
10251.4032,230708.9589,35,West Craig Street,Augusta County,24430,Craigsville
9439.1176,230698.9665,255,Monroe Street,Augusta County,24430,Craigsville
9148.2468,230691.0223,342,Adams Street,Augusta County,24430,Craigsville
10234.6623,230700.4018,39,West Craig Street,Augusta County,24430,Craigsville
9347.6624,230690.5519,288,Monroe Street,Augusta County,24430,Craigsville
10328.7147,230695.9781,10,West Railroad Avenue,Augusta County,24430,Craigsville
10124.6344,230678.5405,74,West Craig Street,Augusta County,24430,Craigsville
10219.5698,230691.2107,47,West Craig Street,Augusta County,24430,Craigsville
9897.7523,230682.1047,58,Cemetery Lane,Augusta County,24430,Craigsville
10305.3093,230681.8682,26,West Railroad Avenue,Augusta County,24430,Craigsville
10286.7725,230682.8575,36,West Railroad Avenue,Augusta County,24430,Craigsville
9096.9409,230669.6316,228,Colvens Road,Augusta County,24430,Craigsville
9594.9233,230670.06,109,North Chestnut Avenue,Augusta County,24430,Craigsville
9428.0332,230656.1152,127,North Poplar Avenue,Augusta County,24430,Craigsville
9373.904,230668.4687,134,North Poplar Avenue,Augusta County,24430,Craigsville
10043.2226,230670.3102,110,West Craig Street,Augusta County,24430,Craigsville
11621.2076,230685.09,170,Lehigh Road,Augusta County,24430,Craigsville
10292.1371,230668.8165,32,West Railroad Avenue,Augusta County,24430,Craigsville
9262.9132,230657.3171,165,Center Avenue,Augusta County,24430,Craigsville
9956.53,230672.0291,35,Cemetery Lane,Augusta County,24430,Craigsville
10175.3199,230651.7439,69,West Craig Street,Augusta County,24430,Craigsville
10273.1235,230658.6316,40,West Railroad Avenue,Augusta County,24430,Craigsville
9567.0199,230649.6375,110,North Chestnut Avenue,Augusta County,24430,Craigsville
10095.9865,230657.8609,104,West Craig Street,Augusta County,24430,Craigsville
9615.3305,230648.8438,97,North Chestnut Avenue,Augusta County,24430,Craigsville
9161.9497,230643.1268,341,Adams Street,Augusta County,24430,Craigsville
10245.321,230648.2151,48,West Railroad Avenue,Augusta County,24430,Craigsville
10152.759,230648.8406,71,West Craig Street,Augusta County,24430,Craigsville
9631.67,230639.007,91,North Chestnut Avenue,Augusta County,24430,Craigsville
9924.2855,230635.9294,36,Cemetery Lane,Augusta County,24430,Craigsville
9199.8626,230625.9009,338,Monroe Street,Augusta County,24430,Craigsville
9593.709,230626.1505,98,North Chestnut Avenue,Augusta County,24430,Craigsville
10227.7579,230633.519,58,West Railroad Avenue,Augusta County,24430,Craigsville
13829.2676,230670.7838,875,Estaline Valley Road,Augusta County,24430,Craigsville
9283.8119,230617.4922,155,Monroe Street,Augusta County,24430,Craigsville
10216.6265,230628.276,60,West Railroad Avenue,Augusta County,24430,Craigsville
11427.3683,230640.1047,205,Lehigh Road,Augusta County,24430,Craigsville
9172.8309,230616.7247,350,Monroe Street,Augusta County,24430,Craigsville
9608.1253,230614.7059,96,North Chestnut Avenue,Augusta County,24430,Craigsville
9648.6705,230615.8918,85,North Chestnut Avenue,Augusta County,24430,Craigsville
10059.3724,230628.6746,106,West Craig Street,Augusta County,24430,Craigsville
10201.0264,230615.2187,64,West Railroad Avenue,Augusta County,24430,Craigsville
9506.7171,230603.2219,258,Madison Street,Augusta County,24430,Craigsville
10109.1941,230608.3523,101,West Craig Street,Augusta County,24430,Craigsville
10187.3923,230606.7713,68,West Railroad Avenue,Augusta County,24430,Craigsville
9449.1853,230598.1513,115,Poplar Avenue,Augusta County,24430,Craigsville
9997.1876,230598.546,124,West Craig Street,Augusta County,24430,Craigsville
13397.1585,230624.5284,466,Poplar Ridge Lane,Augusta County,24430,Craigsville
9482.3662,230586.5038,264,Madison Street,Augusta County,24430,Craigsville
10069.6584,230586.9609,105,West Craig Street,Augusta County,24430,Craigsville
9682.5469,230584.6529,69,North Chestnut Avenue,Augusta County,24430,Craigsville
9631.4201,230583.6969,82,North Chestnut Avenue,Augusta County,24430,Craigsville
14516.783,230631.3851,918,Estaline Valley Road,Augusta County,24430,Craigsville
9258.0975,230574.2749,156,Center Avenue,Augusta County,24430,Craigsville
9410.5795,230569.3968,114,North Poplar Avenue,Augusta County,24430,Craigsville
10081.3143,230544.8401,18,Hidy Street,Augusta County,24430,Craigsville
10260.5298,230581.1265,59,West Railroad Avenue,Augusta County,24430,Craigsville
9325.2469,230563.1773,318,Madison Street,Augusta County,24430,Craigsville
11392.4486,230592.8981,207,Lehigh Road,Augusta County,24430,Craigsville
9693.2569,230569.9623,63,North Chestnut Avenue,Augusta County,24430,Craigsville
9648.9248,230567.8374,72,North Chestnut Avenue,Augusta County,24430,Craigsville
9519.1108,230565.3685,259,Madison Street,Augusta County,24430,Craigsville
10238.979,230572.4061,61,West Railroad Avenue,Augusta County,24430,Craigsville
9951.8593,230568.48,10,Cemetery Lane,Augusta County,24430,Craigsville
9489.7267,230552.969,275,Madison Street,Augusta County,24430,Craigsville
10027.1314,230546.2901,125,West Craig Street,Augusta County,24430,Craigsville
9887.9158,230537.9675,166,West Craig Street,Augusta County,24430,Craigsville
9683.6877,230534.2953,58,North Chestnut Avenue,Augusta County,24430,Craigsville
10200.3348,230533.905,71,West Railroad Avenue,Augusta County,24430,Craigsville
9740.1345,230525.3973,41,North Chestnut Avenue,Augusta County,24430,Craigsville
10152.7355,230529.2574,90,West Railroad Avenue,Augusta County,24430,Craigsville
10003.6534,230514.8935,139,West Craig Street,Augusta County,24430,Craigsville
10176.481,230519.8903,89,West Railroad Avenue,Augusta County,24430,Craigsville
9862.5812,230518.1116,176,West Craig Street,Augusta County,24430,Craigsville
10116.6189,230520.4457,112,West Railroad Avenue,Augusta County,24430,Craigsville
9292.4968,230506.3204,334,Madison Street,Augusta County,24430,Craigsville
9759.8727,230508.3462,33,North Chestnut Avenue,Augusta County,24430,Craigsville
10161.6633,230503.2912,109,West Railroad Avenue,Augusta County,24430,Craigsville
9374.7149,230499.6454,98,Stillwater Village Street,Augusta County,24430,Craigsville
10076.8986,230487.3094,122,West Railroad Avenue,Augusta County,24430,Craigsville
10117.6196,230480.371,117,West Railroad Avenue,Augusta County,24430,Craigsville
9738.04,230474.1159,30,North Chestnut Avenue,Augusta County,24430,Craigsville
9219.9013,230467.9802,360,Madison Street,Augusta County,24430,Craigsville
10102.4811,230471.8738,119,West Railroad Avenue,Augusta County,24430,Craigsville
9442.1557,230462.5559,85,Stillwater Village Street,Augusta County,24430,Craigsville
9379.8952,230463.9207,90,Stillwater Village Street,Augusta County,24430,Craigsville
9807.9759,230457.7316,200,West Craig Street,Augusta County,24430,Craigsville
9759.7505,230457.594,20,North Chestnut Avenue,Augusta County,24430,Craigsville
9646.1356,230455.2574,233,Jefferson Street,Augusta County,24430,Craigsville
9508.684,230456.1232,75,North Poplar Avenue,Augusta County,24430,Craigsville
9893.8448,230454.1856,8,South Chestnut Avenue,Augusta County,24430,Craigsville
9404.9527,230447.3287,80,Stillwater Village Street,Augusta County,24430,Craigsville
9867.3631,230441.6942,6,South Chestnut Avenue,Augusta County,24430,Craigsville
9999.152,230444.6238,140,West Railroad Avenue,Augusta County,24430,Craigsville
9522.297,230437.3768,65,North Poplar Avenue,Augusta County,24430,Craigsville
9532.0176,230418.4999,49,North Poplar Avenue,Augusta County,24430,Craigsville
9937.9381,230414.525,150,West Railroad Avenue,Augusta County,24430,Craigsville
9817.4127,230408.9229,4,South Chestnut Avenue,Augusta County,24430,Craigsville
9987.4061,230401.8298,145,West Railroad Avenue,Augusta County,24430,Craigsville
9744.6928,230399.4808,228,West Craig Street,Augusta County,24430,Craigsville
9548.0696,230386.2517,41,North Poplar Avenue,Augusta County,24430,Craigsville
9885.5933,230385.9706,190,West Railroad Avenue,Augusta County,24430,Craigsville
9956.0246,230378.5428,165,West Railroad Avenue,Augusta County,24430,Craigsville
9855.6017,230369.1689,210,West Railroad Avenue,Augusta County,24430,Craigsville
9555.5818,230366.7537,35,North Poplar Avenue,Augusta County,24430,Craigsville
9669.4015,230361.4534,258,West Craig Street,Augusta County,24430,Craigsville
9936.2427,230364.4473,175,West Railroad Avenue,Augusta County,24430,Craigsville
9639.3136,230356.2333,262,West Craig Street,Augusta County,24430,Craigsville
9805.9668,230346.1952,214,West Railroad Avenue,Augusta County,24430,Craigsville
9578.2907,230329.6841,288,West Craig Street,Augusta County,24430,Craigsville
9410.4104,230296.71,330,West Craig Street,Augusta County,24430,Craigsville
9889.3246,230329.6192,209,West Railroad Avenue,Augusta County,24430,Craigsville
9861.5977,230311.8059,211,West Railroad Avenue,Augusta County,24430,Craigsville
9849.7338,230302.5196,213,West Railroad Avenue,Augusta County,24430,Craigsville
9758.6349,230298.0282,240,West Railroad Avenue,Augusta County,24430,Craigsville
9814.8315,230283.6049,215,West Railroad Avenue,Augusta County,24430,Craigsville
9710.3635,230277.9203,262,West Railroad Avenue,Augusta County,24430,Craigsville
9782.811,230263.8817,243,West Railroad Avenue,Augusta County,24430,Craigsville
9678.2514,230249.4353,278,West Railroad Avenue,Augusta County,24430,Craigsville
9758.94,230249.7517,255,West Railroad Avenue,Augusta County,24430,Craigsville
9582.3388,230239.8707,4,South Poplar Avenue,Augusta County,24430,Craigsville
9597.6266,230222.2051,16,South Poplar Avenue,Augusta County,24430,Craigsville
9708.057,230208.7025,273,West Railroad Avenue,Augusta County,24430,Craigsville
9639.8456,230216.7722,290,West Railroad Avenue,Augusta County,24430,Craigsville
9583.4877,230175.4219,316,West Railroad Avenue,Augusta County,24430,Craigsville
9556.757,230156.134,326,West Railroad Avenue,Augusta County,24430,Craigsville
9632.213,230154.6807,315,West Railroad Avenue,Augusta County,24430,Craigsville
9531.4966,230140.2412,336,West Railroad Avenue,Augusta County,24430,Craigsville
9598.4142,230131.3727,319,West Railroad Avenue,Augusta County,24430,Craigsville
11006.3385,230143.1406,19,Brown Ridge Lane,Augusta County,24430,Craigsville
9509.4197,230124.4379,344,West Railroad Avenue,Augusta County,24430,Craigsville
9490.9668,230109.9629,352,West Railroad Avenue,Augusta County,24430,Craigsville
9547.6642,230099.2495,335,West Railroad Avenue,Augusta County,24430,Craigsville
10906.7118,230110.8598,19,Fordwick Lane,Augusta County,24430,Craigsville
10980.0368,230107.2894,28,Fordwick Lane,Augusta County,24430,Craigsville
11228.338,230108.1713,29,Eagle Ridge Lane,Augusta County,24430,Craigsville
9467.1194,230085.8575,354,West Railroad Avenue,Augusta County,24430,Craigsville
11967.4077,230112.3939,273,Brown Ridge Lane,Augusta County,24430,Craigsville
11488.4744,230102.1718,117,Eagle Ridge Lane,Augusta County,24430,Craigsville
9524.764,230076.1423,345,West Railroad Avenue,Augusta County,24430,Craigsville
10894.8321,230084.44,23,Fordwick Lane,Augusta County,24430,Craigsville
11111.0796,230083.6886,5,Eagle Ridge Lane,Augusta County,24430,Craigsville
11939.5496,230092.0775,271,Brown Ridge Lane,Augusta County,24430,Craigsville
10969.7829,230077.699,32,Fordwick Lane,Augusta County,24430,Craigsville
10905.4166,230069.2224,25,Fordwick Lane,Augusta County,24430,Craigsville
11002.3151,230067.7689,38,Fordwick Lane,Augusta County,24430,Craigsville
10914.049,230050.0593,29,Fordwick Lane,Augusta County,24430,Craigsville
11046.7288,230048.3136,21,Brown Ridge Lane,Augusta County,24430,Craigsville
10996.5579,230046.8141,44,Fordwick Lane,Augusta County,24430,Craigsville
11016.3417,230036.984,48,Fordwick Lane,Augusta County,24430,Craigsville
10216.9761,230026.9395,397,Bennett Springs Lane,Augusta County,24430,Craigsville
10930.8462,230032.7248,37,Fordwick Lane,Augusta County,24430,Craigsville
11719.4929,230041.2263,16,Stokes Lane,Augusta County,24430,Craigsville
13593.7342,229801.5222,1257,Estaline Valley Road,Augusta County,24430,Craigsville
9514.9516,230003.3837,355,West Railroad Avenue,Augusta County,24430,Craigsville
11016.7626,230015.9514,52,Fordwick Lane,Augusta County,24430,Craigsville
10935.5345,230014.916,43,Fordwick Lane,Augusta County,24430,Craigsville
11867.8204,230017.6656,235,Brown Ridge Lane,Augusta County,24430,Craigsville
11036.526,230006.0576,56,Fordwick Lane,Augusta County,24430,Craigsville
13330.4697,230054.4391,1259,Estaline Valley Road,Augusta County,24430,Craigsville
13014.4675,230113.1999,1323,Estaline Valley Road,Augusta County,24430,Craigsville
10952.0271,230004.2496,45,Fordwick Lane,Augusta County,24430,Craigsville
14101.8716,230033.3787,1099,Estaline Valley Road,Augusta County,24430,Craigsville
10901.0146,229996.2035,52,Little River Road,Augusta County,24430,Craigsville
14055.2824,230018.244,1101,Estaline Valley Road,Augusta County,24430,Craigsville
11033.5807,229983.7634,62,Fordwick Lane,Augusta County,24430,Craigsville
10950.5502,229981.5561,51,Fordwick Lane,Augusta County,24430,Craigsville
11057.5491,229975.0629,66,Fordwick Lane,Augusta County,24430,Craigsville
10968.9483,229971.0887,55,Fordwick Lane,Augusta County,24430,Craigsville
11754.4414,229970.9487,66,Stokes Lane,Augusta County,24430,Craigsville
11059.1694,229954.6311,70,Fordwick Lane,Augusta County,24430,Craigsville
10968.463,229949.6316,61,Fordwick Lane,Augusta County,24430,Craigsville
11667.5539,229951.1937,34,Stokes Lane,Augusta County,24430,Craigsville
10989.2426,229941.4411,65,Fordwick Lane,Augusta County,24430,Craigsville
10987.93,229924.0187,67,Fordwick Lane,Augusta County,24430,Craigsville
14346.9933,229956.7889,1102,Estaline Valley Road,Augusta County,24430,Craigsville
11787.5166,229933.2225,75,Stokes Lane,Augusta County,24430,Craigsville
11718.4451,229928.5819,61,Stokes Lane,Augusta County,24430,Craigsville
9263.3711,229878.4318,540,Railroad Avenue,Augusta County,24430,Craigsville
14280.2508,229895.2299,1104,Estaline Valley Road,Augusta County,24430,Craigsville
13937.6735,229854.954,1171,Estaline Valley Road,Augusta County,24430,Craigsville
13970.4281,229834.5383,1169,Estaline Valley Road,Augusta County,24430,Craigsville
14829.2618,229699.7037,156,Hollow Lane,Augusta County,24430,Craigsville
9038.0728,229598.7594,634,Railroad Avenue,Augusta County,24430,Craigsville
14819.6175,229643.3424,212,Hollow Lane,Augusta County,24430,Craigsville
14758.3997,229640.83,205,Hollow Lane,Augusta County,24430,Craigsville
14834.329,229607.5421,220,Hollow Lane,Augusta County,24430,Craigsville
13231.0232,229574.6205,1389,J West Patterson Lane,Augusta County,24430,Craigsville
14443.31,229583.1785,1112,Estaline Valley Road,Augusta County,24430,Craigsville
14417.7905,229571.766,1114,Estaline Valley Road,Augusta County,24430,Craigsville
9470.2823,229510.6746,187,Bennett Springs Lane,Augusta County,24430,Craigsville
13203.3893,229461.5845,62,J West Patterson Lane,Augusta County,24430,Craigsville
8688.18,229366.2736,729,Railroad Avenue,Augusta County,24430,Craigsville
13298.7666,229416.8133,49,J West Patterson Lane,Augusta County,24430,Craigsville
13312.6887,229382.7445,1387,J West Patterson Lane,Augusta County,24430,Craigsville
14419.9523,229381.378,1144,Estaline Valley Road,Augusta County,24430,Craigsville
13260.2232,229276.5838,1399,Estaline Valley Road,Augusta County,24430,Craigsville
13277.3411,229221.5601,1401,Estaline Valley Road,Augusta County,24430,Craigsville
13278.7346,229204.4592,1403,Estaline Valley Road,Augusta County,24430,Craigsville
13185.2775,229145.3512,1436,Estaline Valley Road,Augusta County,24430,Craigsville
12938.1864,229107.9227,1490,Estaline Valley Road,Augusta County,24430,Craigsville
12756.5292,229083.6834,1535,Estaline Valley Road,Augusta County,24430,Craigsville
12850.419,229067.5183,1522,Estaline Valley Road,Augusta County,24430,Craigsville
12677.7065,229057.0769,1555,Estaline Valley Road,Augusta County,24430,Craigsville
12793.9783,229041.5083,1532,Estaline Valley Road,Augusta County,24430,Craigsville
12605.8421,229034.0594,1579,Estaline Valley Road,Augusta County,24430,Craigsville
12861.6117,229002.0759,1526,Estaline Valley Road,Augusta County,24430,Craigsville
13267.3592,228996.737,1414,Estaline Valley Road,Augusta County,24430,Craigsville
13398.796,228993.149,61,Furnace Road,Augusta County,24430,Craigsville
12706.1821,228958.5406,1558,Estaline Valley Road,Augusta County,24430,Craigsville
12598.9358,228944.2499,2149,Troxel Gap Road,Augusta County,24430,Craigsville
13417.6782,228947.4489,75,Furnace Road,Augusta County,24430,Craigsville
12435.8707,228895.3545,1638,Estaline Valley Road,Augusta County,24430,Craigsville
13463.6155,228902.3919,82,Furnace Road,Augusta County,24430,Craigsville
12563.31,228893.0923,2146,Troxel Gap Road,Augusta County,24430,Craigsville
13361.4422,228872.2443,100,Furnace Road,Augusta County,24430,Craigsville
12587.745,228862.2917,2144,Troxel Gap Road,Augusta County,24430,Craigsville
12681.1522,228847.1587,2123,Troxel Gap Road,Augusta County,24430,Craigsville
12287.7248,228840.5122,1678,Estaline Valley Road,Augusta County,24430,Craigsville
12602.3489,228840.2575,2134,Troxel Gap Road,Augusta County,24430,Craigsville
12217.5558,228826.0124,1680,Estaline Valley Road,Augusta County,24430,Craigsville
12734.8502,228796.0275,2117,Troxel Gap Road,Augusta County,24430,Craigsville
12155.7961,228786.2295,1714,Estaline Valley Road,Augusta County,24430,Craigsville
13596.8214,228803.5384,64,Furnace Road,Augusta County,24430,Craigsville
12332.3301,228765.4612,1658,Estaline Valley Road,Augusta County,24430,Craigsville
11574.7412,228699.7802,1821,Estaline Valley Road,Augusta County,24430,Craigsville
12802.5937,228765.1353,2081,Troxel Gap Road,Augusta County,24430,Craigsville
12732.5397,228736.9027,2094,Troxel Gap Road,Augusta County,24430,Craigsville
12627.4512,228732.4946,2104,Troxel Gap Road,Augusta County,24430,Craigsville
12842.0914,228732.9905,2067,Troxel Gap Road,Augusta County,24430,Craigsville
12684.5175,228716.8744,2100,Troxel Gap Road,Augusta County,24430,Craigsville
12913.2348,228707.7509,2049,Troxel Gap Road,Augusta County,24430,Craigsville
12073.7741,228696.9753,1718,Estaline Valley Road,Augusta County,24430,Craigsville
12412.6569,228680.6901,1648,Estaline Valley Road,Augusta County,24430,Craigsville
12157.2533,228599.3113,1762,Estaline Valley Road,Augusta County,24430,Craigsville
11923.5908,228563.6863,1782,Estaline Valley Road,Augusta County,24430,Craigsville
11875.3748,228534.5081,1802,Estaline Valley Road,Augusta County,24430,Craigsville
12581.6904,228503.3387,2102,Troxel Gap Road,Augusta County,24430,Craigsville
11525.0108,228394.4671,10,Sprouse Hollow Lane,Augusta County,24430,Craigsville
13040.771,228386.9332,1958,Troxel Gap Road,Augusta County,24430,Craigsville
11556.4198,228286.6872,35,Sprouse Hollow Lane,Augusta County,24430,Craigsville
13371.135,228302.7921,65,Sunny Acres Lane,Augusta County,24430,Craigsville
13247.7969,228281.6529,30,Sunny Acres Lane,Augusta County,24430,Craigsville
13294.2603,228266.1688,50,Sunny Acres Lane,Augusta County,24430,Craigsville
13139.0506,228255.3521,1927,Troxel Gap Road,Augusta County,24430,Craigsville
11369.66,228207.277,44,Snyder Lane,Augusta County,24430,Craigsville
11676.8887,228208.5319,64,Sprouse Hollow Lane,Augusta County,24430,Craigsville
13369.4782,228215.2504,17,Sunny Acres Lane,Augusta County,24430,Craigsville
12919.9963,228202.2485,1930,Troxel Gap Road,Augusta County,24430,Craigsville
13178.5964,228196.1059,1903,Troxel Gap Road,Augusta County,24430,Craigsville
13084.0215,228170.8145,1912,Troxel Gap Road,Augusta County,24430,Craigsville
11268.0075,228105.0789,1988,Estaline Valley Road,Augusta County,24430,Craigsville
13134.484,228119.3922,1902,Troxel Gap Road,Augusta County,24430,Craigsville
12538.0547,228063.878,1932,Troxel Gap Road,Augusta County,24430,Craigsville
10645.5582,228018.8092,31,Meltons Lane,Augusta County,24430,Craigsville
12021.4992,228017.1929,134,Sprouse Hollow Lane,Augusta County,24430,Craigsville
13056.08,228014.0878,1874,Troxel Gap Road,Augusta County,24430,Craigsville
10872.567,227961.8602,2066,Estaline Valley Road,Augusta County,24430,Craigsville
10424.9681,227872.3079,2228,Estaline Valley Road,Augusta County,24430,Craigsville
10488.3236,227856.151,2230,Estaline Valley Road,Augusta County,24430,Craigsville
10725.9515,227835.9478,94,Meltons Lane,Augusta County,24430,Craigsville
13248.9196,227827.7337,1833,Troxel Gap Road,Augusta County,24430,Craigsville
12031.5817,227776.473,207,Sprouse Hollow Lane,Augusta County,24430,Craigsville
13155.8359,227769.2704,1790,Troxel Gap Road,Augusta County,24430,Craigsville
13168.7498,227669.7322,1773,Troxel Gap Road,Augusta County,24430,Craigsville
13059.6691,227663.0473,1752,Troxel Gap Road,Augusta County,24430,Craigsville
10257.8567,227613.8202,2284,Estaline Valley Road,Augusta County,24430,Craigsville
11964.2444,227631.8582,228,Snyder Lane,Augusta County,24430,Craigsville
10529.9228,227583.9249,2264,Estaline Valley Road,Augusta County,24430,Craigsville
12238.5909,227597.0393,271,Sprouse Hollow Lane,Augusta County,24430,Craigsville
12999.9364,227577.8948,1740,Troxel Gap Road,Augusta County,24430,Craigsville
10203.8088,227537.9646,2314,Estaline Valley Road,Augusta County,24430,Craigsville
13048.4041,227570.3123,1738,Troxel Gap Road,Augusta County,24430,Craigsville
13041.0953,227527.9414,1720,Troxel Gap Road,Augusta County,24430,Craigsville
13157.4243,227527.6953,1715,Troxel Gap Road,Augusta County,24430,Craigsville
11184.3327,227484.9609,252,Meltons Lane,Augusta County,24430,Craigsville
12947.1685,227491.5027,1722,Troxel Gap Road,Augusta County,24430,Craigsville
11764.6839,227463.9535,248,Snyder Lane,Augusta County,24430,Craigsville
13028.3275,227452.4031,1710,Troxel Gap Road,Augusta County,24430,Craigsville
9739.4716,227353.9963,2435,Estaline Valley Road,Augusta County,24430,Craigsville
9696.3414,227324.9661,2445,Estaline Valley Road,Augusta County,24430,Craigsville
11625.21,227328.0999,397,Meltons Lane,Augusta County,24430,Craigsville
11269.5892,227285.7602,348,Meltons Lane,Augusta County,24430,Craigsville
11328.5582,227281.2135,376,Meltons Lane,Augusta County,24430,Craigsville
11254.3405,227231.9371,346,Meltons Lane,Augusta County,24430,Craigsville
11632.98,226824.2522,321,Meltons Lane,Augusta County,24430,Craigsville
13174.5293,231500.0184,938,Augusta Springs Road,Augusta County,24430,Craigsville
11436.811,230128.5532,109,Eagle Ridge Lane,Augusta County,24430,Craigsville
11847.0951,231416.4828,15,Sweet Spring Lane,Augusta County,24430,Craigsville
10074.7344,231322.0145,186,North Hancock Street,Augusta County,24430,Craigsville
10463.8393,231518.2406,175,North Central Avenue,Augusta County,24430,Craigsville
10653.8829,231586.3884,123,Brookhollow Road,Augusta County,24430,Craigsville
10604.0135,230361.5008,511,Bennett Springs Lane,Augusta County,24430,Craigsville
10796.3483,230704.1582,91,Quarry Road,Augusta County,24430,Craigsville
15063.1493,231389.5781,659,Estaline Valley Road,Augusta County,24430,Craigsville
9994.7388,229808.35,309,Bennett Springs Lane,Augusta County,24430,Craigsville
14734.9756,230192.1881,40,Hollow Lane,Augusta County,24430,Craigsville
11003.6787,231070.5672,262,East Craig Street,Augusta County,24430,Craigsville
9156.4937,231212.4454,30,Weaver Hill Lane,Augusta County,24430,Craigsville
15740.6647,231663.9963,594,Estaline Valley Road,Augusta County,24430,Craigsville
11737.0646,228453.8468,1840,Estaline Valley Road,Augusta County,24430,Craigsville
9316.7358,230051.9818,493,Railroad Avenue,Augusta County,24430,Craigsville
10749.4366,231316.8946,109,North Jackson Street,Augusta County,24430,Craigsville
9238.5931,230969.5527,20,Smokey Lane,Augusta County,24430,Craigsville
9196.9786,230969.0997,30,Smokey Lane,Augusta County,24430,Craigsville
9261.1117,231052.4501,15,Weaver Hill Lane,Augusta County,24430,Craigsville
10455.6596,230265.1763,469,Bennett Springs Lane,Augusta County,24430,Craigsville
9484.6419,230424.4748,94,North Poplar Avenue,Augusta County,24430,Craigsville
9503.6128,230387.6986,88,North Poplar Avenue,Augusta County,24430,Craigsville
9353.3415,229424.167,185,Bennett Springs Lane,Augusta County,24430,Craigsville
9711.5583,230949.9246,115,Oak Street,Augusta County,24430,Craigsville
9752.9665,230973.5226,111,Oak Street,Augusta County,24430,Craigsville
9796.5168,230722.5068,68,Cemetery Lane,Augusta County,24430,Craigsville
9413.0358,230403.6863,70,Stillwater Village Street,Augusta County,24430,Craigsville
9296.4929,230450.4673,298,Madison Street,Augusta County,24430,Craigsville
9245.4764,230428.7525,311,Madison Street,Augusta County,24430,Craigsville
9218.1565,230411.5277,321,Madison Street,Augusta County,24430,Craigsville
10312.9742,231073.4558,85,North Hancock Street,Augusta County,24430,Craigsville
10266.9693,231149.4641,105,North Hancock Street,Augusta County,24430,Craigsville
10664.7914,231444.5811,112,Brookhollow Road,Augusta County,24430,Craigsville
9355.6003,230372.79,60,Stillwater Village Street,Augusta County,24430,Craigsville
16092.2601,233979.4657,2897,Little Calf Pasture Highway,Augusta County,24430,Craigsville
15947.2837,233854.2382,68,Joyful Sound Lane,Augusta County,24430,Craigsville
15928.9675,233817.1168,64,Joyful Sound Lane,Augusta County,24430,Craigsville
15969.4962,233784.7088,45,Joyful Sound Lane,Augusta County,24430,Craigsville
14792.1653,233756.5879,15,Bonors Run Lane,Augusta County,24430,Craigsville
16467.7872,233778.0181,12,East Village Lane,Augusta County,24430,Craigsville
16524.9362,233764.543,2806,Little Calf Pasture Highway,Augusta County,24430,Craigsville
16473.3851,233739.337,16,East Village Lane,Augusta County,24430,Craigsville
16445.3158,233731.9725,15,East Village Lane,Augusta County,24430,Craigsville
16425.1456,233721.9349,17,East Village Lane,Augusta County,24430,Craigsville
14675.88,233702.454,47,Bonors Run Lane,Augusta County,24430,Craigsville
16242.5449,233602.4933,2864,Little Calf Pasture Highway,Augusta County,24430,Craigsville
14799.612,233647.6427,208,Stuart Knob Lane,Augusta County,24430,Craigsville
15960.34,233609.7349,8,Joyful Sound Lane,Augusta County,24430,Craigsville
16075.3725,233600.9292,9,West Village Circle,Augusta County,24430,Craigsville
16097.5395,233583.7176,13,West Village Circle,Augusta County,24430,Craigsville
16045.1181,233567.889,57,West Village Circle,Augusta County,24430,Craigsville
16115.7651,233561.3967,31,West Village Circle,Augusta County,24430,Craigsville
16058.5725,233552.1533,53,West Village Circle,Augusta County,24430,Craigsville
15660.1325,233545.7245,3011,Little Calf Pasture Highway,Augusta County,24430,Craigsville
16024.9196,233547.8638,20,Augusta Springs Road,Augusta County,24430,Craigsville
16075.9017,233540.0052,47,West Village Circle,Augusta County,24430,Craigsville
16045.106,233525.2029,52,West Village Circle,Augusta County,24430,Craigsville
16170.9621,233523.9555,2866,Little Calf Pasture Highway,Augusta County,24430,Craigsville
16056.8341,233513.2146,48,West Village Circle,Augusta County,24430,Craigsville
15107.784,233486.3004,3219,Little Calf Pasture Highway,Augusta County,24430,Craigsville
16009.9657,233500.2167,30,Augusta Springs Road,Augusta County,24430,Craigsville
15717.5386,233484.7409,3013,Little Calf Pasture Highway,Augusta County,24430,Craigsville
15582.2938,233479.8675,3037,Little Calf Pasture Highway,Augusta County,24430,Craigsville
15694.2389,233466.525,3027,Little Calf Pasture Highway,Augusta County,24430,Craigsville
16000.026,233459.4267,40,Augusta Springs Road,Augusta County,24430,Craigsville
15667.2923,233448.5088,3033,Little Calf Pasture Highway,Augusta County,24430,Craigsville
15892.8107,233432.6562,2976,Little Calf Pasture Highway,Augusta County,24430,Craigsville
15992.1286,233423.6783,44,Augusta Springs Road,Augusta County,24430,Craigsville
15619.3416,233405.2495,3045,Little Calf Pasture Highway,Augusta County,24430,Craigsville
15597.076,233382.7961,29,Old Whitetail Lane,Augusta County,24430,Craigsville
